Date,AAPL,MSFT,AMZN,GOOGL,GOOG,TSLA,META,NVDA,PYPL,NFLX,ASML,ADBE,INTC,CMCSA,CSCO,PEP,AVGO,TMUS,COST,TXN,QCOM,AMAT,MU,AMGN,INTU,ISRG,CSX,VRTX,JD,GILD,BIDU,MRVL,REGN,MDLZ,ADSK,ATVI,BIIB,ILMN,LRCX,ADP,BKNG,MELI,KLAC,NXPI,MNST,WDAY,ROST,KDP,EA,ALGN,ADI,IDXX,DXCM,XEL,CTAS,EXC,MAR,SNPS,CDNS,CPRT,SGEN,SPLK,ORLY,DLTR,MTCH,MCHP,INCY,PCAR,CTSH,FAST,VRSK,CHKP,ANSS,SWKS,CDW,TEAM,WBA,LULU,PAYX,VRSN,AEP,ZBRA,TCOM,NTES,BMRN,ULTA,EXPE,CSGP,SIRI,EBAY,WDC
2021/02/01,0.00715070200956317,0.005678507852098979,0.011461614433393259,0.008384959883072791,0.00853235479068415,0.015462979940740659,0.004484929536487506,0.009045929644668202,0.008586238505265817,0.004410411349104447,0.007065335234537236,0.0054446182828647785,0.02323455186755653,0.02192718831291706,0.021446642041243594,0.007015906757979775,0.003111376798815489,0.009909658813336301,0.001124629211523822,0.008350076683441761,0.009112529013965054,0.009035638895057254,0.016047989962543367,0.004202931635790964,0.0037924917296028203,0.0022600059931860493,0.03727171315929161,0.0047030173015341695,0.013720708691333438,0.01568445806925332,0.004592801424644425,0.014553980071405428,-0.0005318120412952658,0.019155477513333956,0.00797665654620746,0.014473252324235722,0.0034202867600047365,0.004998953269278775,0.006526814996637963,0.004775946414698106,0.0011110848134092905,0.015379908193768752,0.005404786019670825,0.006022899275422201,0.02410054099679716,0.009016210847834036,0.008621524850853213,-0.0026272335831575558,0.010585311760316676,0.009093619888411779,0.007364128786454983,0.006031984217472167,0.011817669596494811,0.014388685293157113,0.004654168653120976,0.02915140867937911,0.006650713973993078,0.005659787053957168,0.00832949323808466,0.02898393661093851,0.0065404182720624595,0.013342028238770917,0.00035727329602168434,0.005562266559329418,0.018378948309856778,0.013096623524848316,0.018972554687791868,0.01806729346747665,0.014720765895521523,0.021100556540567243,0.006049183283093469,0.008428899884821844,0.0065489790317648355,0.009225967190645546,0.007998758830723242,0.007375242375086547,0.02360128876897277,0.00536459788400023,0.00932651814510267,0.006371078901565497,0.01105676857863832,0.006429712929074943,0.02561638330092377,0.010880909812327482,0.013393568882333316,0.0023065615558256446,0.005653980488027889,0.013880639672129977,0.15068727441569132,0.015597740155234265,0.019811689472364963
2021/02/02,0.004438032705716001,0.0018930301627452942,0.007927165257463242,0.00752665148393734,0.007537513560213443,0.018983782538474055,0.005087334397056432,0.01334733168876649,0.010100877180894413,0.005657328288593335,0.0003111010386440986,0.006808831678674928,0.02352312053538581,0.02180926596522029,0.02132243906565747,0.0071894363994775,0.0038860019944232625,0.011237888027618744,0.00202370625209748,0.007242447047561431,0.008087676671787957,0.008620128086193514,0.015168220560270389,0.0050240599936239175,0.0043598004091497874,0.004110590070367299,0.03735057017074403,-0.000759342211180116,0.013131389393914054,0.016621280267006197,0.005562949773058698,0.008745318646297098,-0.001468332222269123,0.019437416823942146,0.008089586041640182,0.017048751261404597,0.0034608530855578207,0.004167345474260216,0.0075358129967960895,0.005091828598889435,0.0010627584737263518,0.006932992259304166,0.005563584007044773,0.005744522538169408,0.024331861998644334,0.013229645593700943,0.009991491941316478,0.0004449155198227524,0.010740133113535758,0.010340751635622831,0.006013457713161384,0.004126155057410151,0.013090517538196778,0.015057117705795375,0.004341853849867702,0.02912957497875417,0.006381506792471716,0.007182774199902197,0.006877084565532788,0.03045904370265528,0.008606054116610725,0.010702906825001569,-0.002849605214060268,0.006799896221640892,0.014777282066183733,0.013185904421346761,0.017254896750626553,0.01803134392943936,0.014789100997236605,0.020528273008717283,0.006558633173140322,0.007973693997696592,0.006577568881664141,0.008499724204375426,0.00814654956703468,0.016643920178925433,0.02342354407797342,0.01339158371519962,0.009275824041157755,0.0067240551696711205,0.011441802116498175,0.008053417277389252,0.02471923940120466,0.012334017535523403,0.013398571207716793,0.0023324389185707737,0.009702647161112403,0.006770972789858537,0.1509909273963815,0.012188837156758106,0.018860992088453165
2021/02/03,-0.007726274636411437,0.013241472712715169,-0.015314589366601973,0.046832116441120904,0.04745679785482455,-0.023622310161671125,0.0009183363782090636,0.00022502500692817657,0.01227921145942396,-0.013475049629539257,-0.011976958123723132,-0.0036392138948276014,-0.005042182907172045,-0.013779972118892236,-0.0012349266613250892,-0.0027575940901456483,-0.021835264814599256,-0.019368587826531194,-0.0005900803430155487,-0.03315331539498514,-0.013871063707230125,-0.025538982642733028,-0.03210985219730803,-0.015825932041716496,-0.005028431950656283,-0.013681170355990941,-0.0033969958026660732,-0.030145488974204424,-0.002418201200767073,-0.012547574408330289,0.004263894523743792,-0.019321297311097812,-0.01792154464084317,-0.01742716786427733,-0.004415144314890533,-0.016184266567979846,-0.051118814242804254,-0.047855563922733615,-0.017382315337009843,-0.007514824903070595,-0.014521114541886796,-0.0230172690766405,-0.029246411779362106,-0.014376500184605678,9.133679938887022e-06,0.010856871499675999,0.013529207784577918,8.54786639871122e-05,-0.07388340131567825,-0.022160709915648946,-0.025951436714235245,-0.030072462841635395,0.001691150511710886,-0.01675205402307433,0.002056411591979686,-0.008271071577396967,0.008521862383722014,-0.010765446335006309,-0.00482089869212545,-0.013252322819503557,-0.017837177892316116,-0.025109837619573465,-0.004417878911323814,0.005466455370122089,-0.069110345228164,-0.023761019825470436,-0.03754405895694697,0.04451525113570009,-0.008954354240095696,0.012623473444489322,-0.007846018441102526,-0.10488410180159959,-0.01159203283453212,-0.03885829610523824,-0.0010813800598484956,-0.010795660302157773,0.010410980110214803,-0.023097992742292586,-0.005383119849860818,-0.015564794669971412,-0.01021919242144429,-0.001588830621994551,-0.004259136148371283,-0.0007209074143256845,-0.006716089975242026,0.004969744670014988,0.015371091614650952,0.000187542240956403,-0.003111262393976198,0.010247079204084752,-0.003700628757472598
2021/02/04,0.02054920775450833,-0.0029695718605871717,0.006078050819616538,-0.001235337534624752,-0.002025503235994908,-0.0030158234463217247,0.000434539729037718,0.014044738377790205,0.06584405040870629,0.023865174788228718,0.01684172087359553,0.015554686651169951,0.02597365026249042,0.02144505722529468,0.03145997837729212,0.012335032964554994,0.011685133921180556,0.010660297986306662,-0.0010614019679975576,0.020123911344194053,-0.08596367949118863,0.025531109196838667,0.0327774269760788,0.0010095253620361177,0.020592494231921343,0.012162518211452242,-0.011205788261583725,0.011826130694745345,-0.008492237258242302,0.022871658499497353,0.023755279818110264,-0.009901933546917605,0.013849315142311741,0.014004158969738972,0.029688198494586517,-0.0010602944204362156,0.013763570538018629,0.023205020362666404,0.026314875756256538,0.01802345596370107,0.021883789314604534,0.011646481732909466,0.01856316661312106,0.03640281260468199,0.012826930605002887,0.025025488386572776,0.008867867317817826,0.010240715790772103,-0.01891868723427361,0.1399078975241593,0.018812647187915952,0.016714505996678987,0.02480441300553932,0.00720343505118013,0.020195073911014192,0.024433218895586313,0.01391813016195806,0.013781472436961784,0.0152725281185919,0.01863985267457002,0.015039046047893613,0.007349861037615202,0.015688620186449006,0.0075714045822828195,0.08319716642837267,0.025238560545673593,-0.002072563963526489,0.017251711042083694,-0.06326144620284781,0.003925171829142534,0.007944457938514587,0.004562739665174529,0.02045792763787055,-0.00011638502683593906,0.055222084726302294,-0.00915442958387484,0.009030188959554463,0.017996406033545374,0.015173728091372175,0.0006438667203797557,0.011419763163873532,0.013499779795360043,0.02251555899883853,-0.0005617356718156589,0.02991138199688295,0.020078199886309978,0.024226435255706787,0.0008254754947760879,-0.009105502809224392,0.040930835375931084,0.029732235360426677
2021/02/05,-0.003535204764796967,0.0014408475113813098,0.00845879018837853,0.013364199066107224,0.013481258251783866,0.010285312535319554,0.006594469055553322,-0.004542720043324491,0.0016846088785134098,-0.0001275576721817388,-0.0033416225738341,0.0073038607130771725,-0.012188518315877942,-0.006058523340799535,0.017810386994134883,0.009188008333276028,-0.008381720183174294,-0.04362365141747175,-0.001658607622957498,-0.010827147000052004,-0.015239435171010854,-0.01756551415103895,-0.0026635461948256323,-0.00481751268848181,-0.004374856114083331,0.005602837857406826,0.0009251793261433572,0.007674726597734115,0.022769234873875742,0.04617317553042487,0.03786234508112361,-0.0038718065146813143,-0.002752333828494112,0.0040599307442777,0.021778516492949207,0.12281963877606934,-0.00817212065149485,0.00305606539892944,-0.014348026623839032,-0.016697539081516805,0.005921899797730244,0.015160548032929447,-0.015536878013042474,0.003331660236535947,-0.004429338151427443,0.0015823005932177395,0.00021925763407281248,0.0040885363027385845,0.024613398093150232,0.014766840591028882,-0.010795624572855425,0.016264906901571903,0.0204579760581743,-0.0033974512708483274,0.020315148646533415,-0.00022402599108853002,0.026661183655389747,0.00787951534423543,-0.007410844169973308,0.03653653900587852,0.13413927740160603,-0.015278160688724875,-0.006611315982112609,-0.0034421611938023973,0.06491845283451964,0.010991457873305367,-0.01412394139481444,-0.005737758393995051,-0.0017770429876798471,0.004094150501903856,-0.0049650524739571645,-0.017088062070018662,0.006761587591001583,0.00041276813778540536,0.006742427988897281,0.017151449125701403,0.012565115337118075,-0.010834677421339575,0.000547814798942788,0.0006004004231016972,-0.0007719933719328267,0.0015412084893535376,0.0506353709802311,0.01563461878880847,0.005337847997522324,0.019491051915698727,-0.002312711530092865,-0.012493827468125237,-0.001540484356491109,0.0160306396170828,0.010392392670608262
2021/02/08,0.004183210545784229,0.0011655484974002297,-0.00774206786173395,-0.0010968136860949169,-0.001281696767892718,0.0049333220396203395,-0.003504521589116118,0.041073422528261065,0.0503201254980969,-0.004665306996773524,0.016844417005299123,0.004362932398560438,0.023007651258758144,0.01648403130306395,0.01849041808504632,-0.004531231395334869,0.014303232308860273,0.006699958154538169,0.009457899880983826,0.030067773819756647,0.009830095268278936,0.039510420786135696,0.04399348237218442,0.006239413906898637,0.0009100810718302672,0.009452743253978577,-0.016538882073034857,-0.0074679726136777395,-0.01963852205823833,-0.010288394301307298,0.02123634629961062,0.020320374571610355,-0.009928098118039859,-0.0039573773255968175,-0.010036363746145896,-0.005038748254949736,0.013063635259230695,0.05986431671435667,0.0392724619597196,0.002868759457357269,0.0018883868402352494,-0.010603086706402988,0.03503068683094529,0.030548430115426073,-0.0026399987138065275,0.042190190092759594,0.017721921613249828,-0.004795321314965266,0.012457673879864054,-0.03413974849956762,0.02774881989323019,-0.009979205364943757,-0.023416394125586434,-0.019382190513273775,0.013524058165967152,0.0007131480304012518,-0.002214243483574685,0.0092505713007441,0.009723170468490415,0.012456752915650973,-0.07059171641782262,-0.007870360404874134,0.006561788295887367,0.00877951611709737,-0.002752174331114574,0.04458652318516717,0.0600394331828038,0.0026361853416323917,0.019679450989810433,0.0037772334548493497,0.008449566000320907,-0.004186951062074327,0.00876695440951873,0.019601992549252673,-0.003915879233859706,0.0026689428880906727,0.003372164537302251,0.015534886517932972,0.0006848312836559062,0.005131927514683529,-0.014814061423544696,0.03916010647988579,0.011411197100731012,0.0015964916773649241,0.015219826971967393,0.04303861378305224,0.02334254968008045,-0.007891291617922638,-0.007662645758275572,0.022878962604970656,0.04452259436617649
2021/02/09,-0.0042316194178393,0.006745283303852676,-0.003762737691271611,-0.0022090199292932873,-0.00200456131817843,-0.011837288492086448,0.010014379509642068,-0.005109614892881811,0.011728496849948361,0.021713385281941097,0.005016993743238871,0.005641187515679423,-0.006266063510935587,0.019111002561677044,-0.00865799667475954,-0.006588042818532151,0.005000606987870849,-0.013978276401403582,-0.00011860804921312617,-0.007280707281298883,-0.008506284687191076,-0.0048884703656706,-0.005929800904257246,-0.0046032360374487135,0.005231335925253286,0.010983802581462502,0.015143713370300085,-0.0037824414307425884,0.029005584850035012,-0.013571840850378217,0.057489351717451904,-0.0024494388670623637,-0.010078423106929298,-0.010500496698940157,0.006681824491628838,0.02245453824996668,0.001637543117056259,0.006465634682154198,-0.005527962965332367,-0.0029513026514510843,-0.005447958923721989,-0.013833920436808844,-0.009178956028859703,0.0005463806350606785,-0.0043237895245021255,0.01698638546051592,-0.00454603803202456,0.0063698542229571374,0.0351536946851562,0.03265577373598415,-0.0013749098916745616,0.01742026892128061,-0.009292793121186194,-0.0027455173334976356,0.0016490112083245093,-0.003999855786930095,-0.012776435054685712,0.005839332457286045,0.01294875129020888,0.0036354103830084873,-0.010256548528128188,0.0241309874653408,0.0010133877432401406,0.017199156396805682,0.0037245661714189852,-0.001767774013606659,-0.07491367153660808,0.03114232595765597,0.005032478948317208,-0.0025542368857837394,0.009666353719252046,0.003747303746982131,0.013610669514784042,0.010494979654036587,0.009611134091885156,0.02009833260501486,0.0017696947599856112,0.004470645874596927,-0.007544237855301045,-0.00020099702658417373,-0.013392637863887462,0.02276315419603481,0.002468310070727754,0.06275951734702413,-0.011386159141975842,0.00886316777504244,-0.00424204409604953,0.009260248109436906,0.0002230955880242671,-0.022354805646561334,-0.007143098455163645
2021/02/10,-0.0033806461562943526,-0.0030557257626909516,-0.004841503805629288,0.004558171667520119,0.004714305233820042,-0.04053438476356322,0.00824457326727378,0.029492151225068992,-0.0013822793278177683,0.010454571953810627,0.0036222091491897295,-0.005408375523180028,0.0031512877955239397,0.0017240082955937268,-0.025706747645234472,-0.014532672847018167,-0.008264353085674815,-2.7390006427284235e-05,-0.006482318568868316,0.004386839409599938,-0.004734465101105479,0.0034018664540408886,-0.012526531871187619,0.009219535113912124,0.01000233976917103,0.00954172808531849,-0.0038325424031757822,-0.009873484531549343,0.01563109988725137,-0.0012637670816190842,0.028631900273495096,-0.008595729563658436,-0.0005713530084668801,-0.005174325853886132,-0.00883856123198166,0.002038571365228262,0.02031513210733547,-0.005813971935780363,0.008575552348171664,-0.002727591736004383,0.02219301755900456,0.02186367411976197,-0.0031562478612146127,6.684601291621786e-05,-0.0005801502122943613,-0.004299148237951105,0.0029005490414582133,-0.01077074470811314,-0.012611029862377532,-0.017252035389151973,0.002620833999499149,0.019688480795832904,-0.008761050894358477,0.0026564799545826987,-0.0008171746412058791,-0.005668236686905014,-0.0013443060830369616,-0.0028563794628027324,-0.009375562772870596,-0.022048741574526645,-0.041297361788868635,-0.031306579730854905,0.007523362660391096,0.0023690053016937884,0.07598030886795347,-0.0012217523626719086,-0.07722272502497987,0.0024735767289140076,-0.0006412859940184282,0.007701589359202785,0.0015757263965393942,0.004722319261279503,0.0013928495411373626,0.018296609314296716,0.03669072621823186,0.016413552906073398,0.037819658085081774,0.0032073169661771227,-0.004111762374833433,0.014400445801081003,0.002015042048524524,0.013456129996422622,0.024018655896894548,-0.009251505992085372,-0.0033813366406035984,-0.01157635737040064,0.02569071997375769,0.02065290879308653,0.0015135137713050482,0.002305157139626024,-0.02247893060300827
2021/02/11,-0.0013608369234619732,0.005764825021547871,-0.007174573106447051,0.001420055069352985,0.0007201810976292689,0.005522677437773596,-0.003094288390095315,0.03530802006602409,0.009364402899262695,-0.008754670294871356,0.028941314652274373,0.01030962113580005,0.04004093145571786,0.01119390811554084,0.0076466365620197745,-0.020556915457838644,0.01727112703999489,-0.0016873847710833119,-0.0076385794346510594,0.028276701029610305,0.0006785911715735959,0.05008136099557166,0.05862191852313203,-0.017273026970130827,0.018146761919463704,0.01299812220937442,0.006975158806076722,-0.012162193863552828,-0.0010697566403850016,-0.008132734689296863,0.01820362517093585,0.020507005073392034,-0.002771585846196525,0.00843803960459012,-0.005137807491324704,0.007378375554507995,0.012863520228518898,0.006085007231493013,0.0634050074340531,-0.0015211512304312497,0.007108587287798676,0.022116155287265873,0.062301423681708594,0.03010601901795464,-0.006121950813804799,0.011660627742311504,0.014204603643072355,-0.00396156188183327,0.025812262513736462,-0.013094026807167952,0.03513383513993135,0.020870668191009387,0.02453499257014006,-0.011558449362952881,-0.02301710700698912,-0.01259241280434564,-0.00023638086864956277,0.024459650639875905,0.032041475400972436,-0.015431221782555737,0.01585704406689507,0.013683400514143174,-0.05100993626880319,-0.007968069805824114,0.012074228282517245,0.038376263046931036,-0.005555614167587189,-0.011405254733439188,0.013751719940570464,-0.01263179159799541,-0.0077542506657267566,0.01193984759507634,0.025218695768921606,0.025668442121955026,-0.0017563581281074042,-0.0027383759724377158,-0.0337065428580238,0.014219182351332914,-0.0014959493050196906,0.0068444770374794005,-0.013211224094387455,0.09390210263194507,0.02626699786515859,0.011846087378379132,0.02072735951255793,0.015261545949708237,0.007305302094473505,-0.0002459160148678243,0.0062329411542014325,0.0009558509645789965,0.06642487591771251
2021/02/12,0.0049675650032193555,0.003920804267433697,0.007609945261543441,0.0037161258478346456,0.004324546398044259,0.013607232116422889,0.0018077085928411285,-0.007265202692097045,0.050745567310912634,0.00020868717987934746,0.009398756347718567,0.007188456168940155,0.026450404867893847,0.001086913183442758,-0.00547325440480216,-0.008634354630598896,0.016414238493642618,-0.005184483607430937,0.0016828432840883473,0.004070083043143247,0.014659424223567266,0.027224616261342247,0.025104025567632884,0.011490650584414789,0.008987961289714855,0.012214038199877401,0.017743341628733655,0.01847794274448215,0.006313499959858624,-0.001571664571010526,0.011890522706897106,0.0227876150296456,-0.011539087779484888,-0.009877877583099713,0.0209818133685918,0.010022449028558117,-0.002626647420419389,0.1365191270208197,0.023840158851855264,0.0012263270603936006,-0.0033090265399965233,0.005550000373725417,0.019134860206664626,0.0027391503451860764,0.0220287471733766,0.02686613282923403,-0.023244504033008415,-0.007656600030373771,0.0049423933404188075,0.027747288728823347,0.01318096253557564,0.02495424283807462,0.004270286821378093,-0.00016419440241234986,0.005556815508557289,-0.011703174222645324,0.018612813954405852,0.014788876992395571,0.012299102021717011,0.025997301326409903,-0.03349626244698898,0.025121561934704363,-0.00407286703879264,-0.005005888576437287,-0.015345497061028484,0.01282119524469357,-0.013295361526321936,-0.006602014029015141,0.0008446506553165826,0.008425718770961066,0.0011360926559749929,0.004656552794418385,0.019806773090245897,0.00712579823986775,-0.00984080937692502,0.0032415078553736662,0.0061479385307240874,-0.006286135999835889,-0.008151806059297885,-0.010015632093599016,-0.00426288503906686,0.022992841062770077,-0.01351520179308968,0.0005018264617603134,0.0025841546132129066,-0.003967059165113024,-0.01803287176637144,0.017526138206849826,-0.002902500425706653,0.010966898454134826,0.03095438081169126
