Date,AAPL,MSFT,AMZN,GOOGL,GOOG,TSLA,META,NVDA,PYPL,NFLX,ASML,ADBE,INTC,CMCSA,CSCO,PEP,AVGO,TMUS,COST,PDD
2018/07/27,-0.016771440756434598,-0.017856044218387494,0.005114123653927564,-0.02569487701738064,-0.023800118337967757,-0.03136897003681015,-0.007802945135210811,-0.011127348282785077,-0.04215974116835296,-0.021941587513764002,-0.015583455575563397,-0.02755910471389882,-0.0898039797579193,0.009451665128944924,-0.02230047717492027,-0.006280460565416166,-0.009589804126158988,0.004034325179155557,-0.009379906484410214,-0.08191713553549837
2018/07/30,-0.005618524312975891,-0.021685965467618883,-0.02116035295109697,-0.01840622312888923,-0.015263244354324686,-0.023871031864305167,-0.022142843490769216,-0.03180766630527168,-0.03658435658352431,-0.058698043618291,0.005610220719091944,-0.050258962870041786,0.00020987204754100976,0.010773983647558784,-0.009440828672337758,-0.0008754831837795004,0.01855565551986663,0.0035166926293190813,-0.0024616335156211265,-0.089231149234842
2018/07/31,0.0019991391103063184,0.006715634274547849,-0.0010009041577796927,-0.0022952215625822604,-0.002035299034462662,0.027096149377992502,0.008846549809636901,0.0029857822368906045,-0.0030389618216332,0.0074062911631433345,-0.0023339811685333797,0.009692007496115202,0.008560236275814353,0.008983432384665927,0.0028417563240072633,0.007155943749195694,-0.015303776964466755,0.0030045141218663983,-0.0018271833373976001,0.003992028024202875
2018/08/01,0.05724005873462644,0.0018836599600980458,0.01103903355711626,0.004690693300461029,0.0022566366922161032,0.009015402580142124,-0.0054034233442624095,0.0065535544330641415,0.01594236309596496,0.0027521513968624275,-0.00042055583028382637,0.013517841343235772,0.014653237584491278,-0.010676809499417706,-0.010219908007661475,-0.012160621554853035,-0.02266539550351421,-0.010723953080772902,-0.007250277907776128,-0.10639398793758795
2018/08/02,0.028811937290416735,0.012064575690582372,0.020466105945655327,0.006580103551217155,0.005020110780164022,0.1500394953693684,0.02712654905143331,0.016697728052824407,0.024499713126716213,0.017924551693095425,0.008889508590327324,0.016832681583831586,0.013633178859346385,-0.021702866330924997,0.01587899279998862,0.009461634583036064,-0.002077764603656338,0.046412800397221024,0.018209109694400063,-0.03252724233930616
2018/08/03,0.002888768413414691,0.0043598296951703796,-0.006036752198725051,-0.0023958247026518815,-0.001991915841058912,-0.00392722251966948,0.00796279054993803,0.005888012509158255,-0.003983092607353177,-0.004101297709533846,-0.004830476499100341,0.004193863945559132,0.003026964381165531,0.0219853051892887,0.00702893308473987,0.013940104902395901,0.0067255719057283,-0.010183569303528449,0.004107269150869301,-0.030469703348280672
2018/08/06,0.00517909119235891,0.0008325649117906105,0.013326116952434698,-0.0003958559487354721,0.0008658039684124103,-0.01790931528077431,0.04353180581309756,0.007626472931060288,0.006785171150429102,0.022565522780377652,-0.005649597562752082,0.0032716552253525956,-0.0006082493161756326,-0.00254513080200974,0.01091363431645304,0.00924334181683126,-0.003956345614118391,0.07434010298632499,0.003102583378442579,0.05558403202492156
2018/08/07,-0.009418956796524392,0.006912057415040917,0.007940289206943445,0.014574102525206526,0.014147052625201915,0.10425751987100246,-0.0101760276368119,0.01142927176561337,0.006160377588036834,0.0025897507025707915,-4.686397859158398e-05,-0.002837445138008149,0.008080820977046658,0.0022626919436460804,0.006445949594715789,-0.02729010271987443,0.01536885284503905,-0.014738566340909545,0.005105732890763946,0.03557011071674631
2018/08/08,0.0006756996344804754,0.005586976068066022,0.012824884974734161,0.004362076978042806,0.002725243291746882,-0.02461753965428242,0.007425683344566283,0.005704400929205836,0.005085480327664793,-0.012066946690485737,-0.0026257034130198094,0.0017349574177573754,0.00521787758547107,-0.009936384550243812,0.005948248511302876,-0.00641166255752358,-0.0038657016890445957,0.0025987657607703437,0.003211232099245587,-0.03012856330385301
2018/08/09,0.007834276951695453,0.0016425603934521688,0.006340837796472893,0.002478401354893612,0.0027979755529165063,-0.04951266848117085,-0.01135047024518827,-0.007613522387752957,0.004945100238678368,0.005021747711312982,-0.018144883287384686,-0.00011819151367432971,0.003596344991515879,0.012475042558247055,-0.0013695828198847001,0.0018486207682779227,-0.013209948165741229,-0.008124498960047013,-0.028636562503829427,-0.013409709493226347
2018/08/10,-0.0029833004796782675,-0.006127618114430894,-0.006457397373654605,-0.009495613222017326,-0.0092412080860879,0.008588294353453393,-0.015577592568120845,-0.006532809542320272,-0.001837134888440251,-0.010039899452462524,-0.025566775148838195,-0.0003941127283155435,-0.026064811907812485,-0.01161926454081014,0.0,-0.007326484932568112,-0.020289455862005677,0.00015393822082155787,0.00944007164526067,-0.02480510718745731
2018/08/13,0.006436104806371612,-0.007274582534551451,0.005234593496003321,-0.0030945872878074634,-0.0021030504563416728,0.002584687857127241,-0.0011656156103165036,0.005206362991605051,0.0,-0.013271819728804275,0.003964924870366092,-0.0006308795461586553,-0.008221917971544921,-0.001140934004391205,-0.0006853422258646521,0.0013278517099277224,-0.005433399327245595,0.011019297138692286,-0.0034101435404660695,-0.0035943398621413355
2018/08/14,0.0042043645757035295,0.012398586810388659,0.012291000927706849,0.007579517312141922,0.005724425431928223,-0.024914314053937747,0.0058699778021185315,0.02052049605410162,0.008240875275182613,-0.011255296758742742,0.00443576469374414,0.009851115204078201,-0.006834495824437437,0.009939082702185475,0.005698001960158221,0.0007077442147130006,-0.018070155133058468,0.003949604770686409,0.011051796082773638,-0.02289384733795179
2018/08/15,0.002333438813634872,-0.013653128221009758,-0.019478470012663493,-0.02081704202698315,-0.022569800560805653,-0.026082295987135885,-0.008762266763205148,-0.00902927848118048,-0.02937986969155124,-0.03341224691749034,-0.04206717655608547,-0.021833915522571114,-0.013810646574470755,-0.011938808708396084,-0.00318666012274186,0.003089791973073404,-0.0034791736913480746,-0.008373275851244205,-0.0014874777559391178,-0.07087429648273408
2018/08/16,0.014543696376482023,-0.00018573977163426026,0.002069435166135004,-0.006644233552252707,-0.006518352825163193,-0.009612303405664288,-0.027272118411850763,-0.006350524840600344,0.00152480531319693,-0.012206524403394581,0.0036457417683703275,-0.006527745375261569,-0.006129197614012394,0.01953917665439872,0.029208675425385723,0.007026880884298336,0.010162063641946521,0.008676508718366626,0.006833485476406307,0.07297739476393107
2018/08/17,0.019772970348269088,-0.0005576509599809714,-0.0022818919343934856,-0.006729774894326146,-0.004594092256303956,-0.09352310299855487,-0.005164969281136286,-0.050263455538935686,0.0015224838213278196,-0.017709557206259403,-0.00247988822011414,-0.012899762229854509,-0.0014849200543147062,-0.0016842946053845867,0.015599690324030985,0.006195130691359225,0.0027753129361459492,-0.0012132520155606692,0.011094674799683995,-0.0021030982811969913
2018/08/20,-0.009791176151829475,-0.0066214607355016605,-0.002931660125657338,0.005004527742577672,0.005654445016296145,0.009577607495927558,-0.007507993918897807,0.01226000070105223,0.003504712198409253,0.03398260940306076,0.010684220556223622,0.016389167666884738,-0.012820684208792246,-0.004786538133045757,0.0076012319405101125,-0.0010445000435998326,-0.012259926805131806,-0.000910963915453578,0.00737268968371773,-0.002635007377348712
2018/08/21,-0.0019510176491379328,-0.008362914993144252,0.0035689760811241154,-0.003722311673091427,-0.005105019874477772,0.04271350329177862,0.000695382033614776,0.02187018881834553,0.005466097430943391,0.030914900644213192,0.0050002495803630085,0.006942554766442475,0.023800415921428352,0.00871155284756988,-0.009565516161588013,-0.009800626272683473,0.01816773921499247,0.010124843667798198,0.005220461225496357,-0.01061021937267188
2018/08/22,4.652705193285612e-05,0.010139157184413123,0.011340294746076632,0.003558652935224378,0.004740656342041777,-0.0008079720701797333,0.005891568411323409,0.03681591417912517,0.008431022225451449,0.0188148840879342,0.0015948105287853685,0.015935937350129346,-0.01204206124798839,-0.0073014711384387886,0.004576921125943903,-0.013099627339483907,-0.014208858204466135,-0.010580579045039241,0.0029273860103930264,-0.018843108533530405
2018/08/23,0.0020438671656712567,0.00465926576402491,-0.001050539556003232,-0.0004830774638748008,-0.001616437402540491,-0.0047994694464031625,-0.004270829527950768,0.015179885784218073,0.0049331863882286385,-0.015418420715854,-0.006344400513404371,0.0056971580052963934,-0.001488803845843258,-0.00480270496802335,0.0006521669139146077,-0.0027656844733441504,-0.009440289745594464,-0.009158948004792902,0.0013081464675769013,-0.004903314364008199
2018/08/24,0.00310427755178022,0.007779208430129104,0.0013077166792931142,0.012685791118474262,0.012588637114485785,0.008461454998839912,0.01007057891731194,0.019961507686280123,0.03065375558822629,0.056319394203040496,0.017092642883033297,0.01739647613959207,0.014370501678842091,0.03314587456221823,0.006497610779896248,0.0019634422606327486,0.016450449095647923,0.0030623905946815873,0.007682150300750712,-0.06137587039418142
